X	Locus.Identifier	length	logFC	logCPM	PValue	FDR
AT4G23430	AT4G23430.2	1271	0.030088398	4.625926223	0.824683482	0.899531983
AT1G64670	AT1G64670.1	1658	-0.028288561	4.201171747	0.824759849	0.899560742
AT2G37720	AT2G37720.1	1522	-0.084017534	0.129955316	0.824870998	0.899627433
AT5G19025	AT5G19025.1	778	-0.047948566	1.964361443	0.824922803	0.899629396
AT1G48120	AT1G48120.1	4334	-0.033113672	3.786000953	0.82503607	0.899698383
AT3G21250	AT3G21250.2	4882	0.034731769	5.370678273	0.825130777	0.899747125
AT5G44750	AT5G44750.2	3817	-0.048775041	4.20360096	0.825297283	0.899824784
AT1G29120	AT1G29120.5	1947	0.027047452	4.876898828	0.825302026	0.899824784
AT1G72240	AT1G72240.1	570	0.127599444	0.233653696	0.825427443	0.899906989
AT1G76790	AT1G76790.1	1313	-0.075395513	6.38086659	0.825583653	0.900022754
AT2G35980	AT2G35980.1	883	-0.176974322	0.179555733	0.825686998	0.900080876
AT3G28940	AT3G28940.1	805	0.031440537	6.641056987	0.825792782	0.900106463
AT2G41210	AT2G41210.1	2757	0.080147327	1.670850228	0.825824087	0.900106463
AT1G75680	AT1G75680.1	2033	0.023691094	7.172997942	0.825860562	0.900106463
AT2G36840	AT2G36840.1	1652	-0.058219655	1.479998987	0.826014583	0.900210691
AT1G55730	AT1G55730.1	1920	0.03777266	3.433712821	0.826056267	0.900210691
AT3G01580	AT3G01580.1	1982	0.163996754	0.359112928	0.826111212	0.90021604
AT4G21390	AT4G21390.1	2756	0.091962299	2.028360423	0.826457658	0.900539018
AT1G79970	AT1G79970.1	1326	-0.026042702	4.746258557	0.826512828	0.900539301
AT1G55960	AT1G55960.1	1717	-0.033152988	5.836337476	0.826558028	0.900539301
AT5G13340	AT5G13340.1	774	-0.066162793	1.47272418	0.826792423	0.900673173
AT5G65540	AT5G65540.1	2043	-0.035864769	3.344584074	0.826827318	0.900673173
AT5G17523	AT5G17523.1	1060	-0.057560466	1.843824649	0.826831089	0.900673173
AT2G14620	AT2G14620.1	1227	-0.14680017	0.417824468	0.826995965	0.900798232
AT5G16980	AT5G16980.2	1101	0.080436612	2.920684583	0.82713447	0.900840477
AT1G09170	AT1G09170.1	3014	0.095092519	0.995241481	0.827134892	0.900840477
AT5G46570	AT5G46570.1	1955	0.036765369	4.522768533	0.827362171	0.901033464
AT2G20690	AT2G20690.1	1204	0.021061844	5.814864367	0.827504373	0.90113378
AT4G29060	AT4G29060.1	3341	-0.023944644	9.269492363	0.827662655	0.901251593
AT3G54280	AT3G54280.2	6601	-0.029971119	5.543303136	0.827911604	0.901461427
AT2G47770	AT2G47770.1	1043	-0.150691394	0.92585555	0.82796266	0.901461427
AT1G33330	AT1G33330.1	1076	0.034385683	3.758437818	0.828023233	0.901461427
AT2G17800	AT2G17800.1	1258	0.028839996	4.613466313	0.828112453	0.901461427
AT5G27970	AT5G27970.2	4980	-0.024714567	5.469895874	0.828112605	0.901461427
AT3G54260	AT3G54260.1	1240	-0.076003729	1.486361829	0.828155993	0.901461427
AT2G01990	AT2G01990.1	903	-0.075957177	1.622538473	0.82852077	0.901803931
AT1G03280	AT1G03280.1	1890	-0.025988133	4.405527234	0.82869616	0.901940267
AT1G76950	AT1G76950.1	3971	0.030290676	4.066427141	0.829041192	0.902261211
AT5G23570	AT5G23570.1	2139	0.028300021	3.997214341	0.829095927	0.9022662
AT1G22790	AT1G22790.1	1185	-0.036610176	3.336876324	0.829377685	0.902518232
AT5G18500	AT5G18500.1	1999	-0.024985732	5.780398997	0.829472708	0.902539426
AT1G07140	AT1G07140.1	1425	0.021074341	6.901615654	0.8295249	0.902539426
AT1G49520	AT1G49520.1	1329	-0.08166201	2.420816993	0.82954766	0.902539426
AT4G36920	AT4G36920.1	1632	0.032337508	3.852176569	0.830031242	0.902924611
AT3G17668	AT3G17668.1	606	0.047466382	1.883608239	0.830033045	0.902924611
AT4G04925	AT4G04925.1	623	0.051627186	3.093338383	0.830111915	0.902924611
AT4G18060	AT4G18060.1	1471	0.022825012	4.649505661	0.830163352	0.902924611
AT3G17100	AT3G17100.1	1166	-0.026404721	4.971377153	0.830244741	0.902924611
AT4G30700	AT4G30700.1	2522	-0.066636484	1.504581237	0.830280778	0.902924611
AT4G01935	AT4G01935.1	947	-0.03742915	2.980276609	0.83033362	0.902924611
AT3G20320	AT3G20320.1	1443	0.026911948	5.377568914	0.830374332	0.902924611
AT5G59740	AT5G59740.1	1483	-0.080859213	0.799587444	0.830425185	0.902924611
AT3G62830	AT3G62830.1	1698	-0.022201391	5.094159815	0.83043689	0.902924611
AT2G26230	AT2G26230.1	1345	-0.030996023	4.324623784	0.830453757	0.902924611
AT1G54360	AT1G54360.2	1705	0.022661073	4.854553	0.830561048	0.902958012
AT5G41170	AT5G41170.1	2098	-0.129296981	0.001321032	0.830584856	0.902958012
AT5G60370	AT5G60370.1	1528	-0.036844264	2.351055692	0.830687379	0.903014902
AT3G11100	AT3G11100.1	1136	0.036463423	3.288779855	0.830831474	0.903116975
AT1G73490	AT1G73490.2	1110	0.025007491	4.828640896	0.831045667	0.903290172
AT3G46990	AT3G46990.1	2080	-0.044221588	1.938727059	0.831091225	0.903290172
AT1G58848	AT1G58848.1	3961	-0.043998029	4.203872492	0.831345963	0.903512457
AT1G27120	AT1G27120.1	2386	-0.029560977	4.075275503	0.831568981	0.903578043
AT1G80370	AT1G80370.1	1577	-0.08686386	1.629812056	0.831594796	0.903578043
AT1G67210	AT1G67210.1	1663	-0.056809404	1.723592314	0.831680599	0.903578043
AT2G38530	AT2G38530.1	668	-0.046846835	2.889386399	0.831707101	0.903578043
AT3G56810	AT3G56810.1	1184	-0.05501666	2.213613862	0.831709971	0.903578043
AT1G64890	AT1G64890.1	1772	0.037900495	3.637832265	0.831725104	0.903578043
AT5G52850	AT5G52850.1	2681	-0.088448973	1.069143916	0.831757877	0.903578043
AT1G50020	AT1G50020.1	919	-0.023153237	6.28329184	0.83181084	0.903581018
AT1G70350	AT1G70350.1	565	-0.041495972	2.912713298	0.831931748	0.903657796
AT1G53760	AT1G53760.1	1157	-0.035945469	3.253407256	0.832304264	0.904007849
AT3G02980	AT3G02980.1	739	-0.096571977	0.004986667	0.832403294	0.904060831
AT2G47550	AT2G47550.1	1912	-0.17478391	0.044356975	0.832665897	0.904268197
AT4G29230	AT4G29230.1	1491	0.088508162	0.441115911	0.832737519	0.904268197
AT1G68290	AT1G68290.1	1085	0.078058615	1.82351053	0.832745011	0.904268197
AT5G57655	AT5G57655.2	1925	-0.03655501	5.361246802	0.832921155	0.904404883
AT1G25490	AT1G25490.1	2097	-0.02102509	6.417052224	0.833010122	0.904416979
AT2G20930	AT2G20930.1	673	0.030842765	4.287400947	0.833032836	0.904416979
AT5G59890	AT5G59890.1	866	0.027893171	6.232501294	0.833177431	0.90451938
AT3G55220	AT3G55220.1	3837	-0.032533658	3.677908376	0.833460048	0.9047716
AT1G71780	AT1G71780.1	924	-0.035165776	3.326034755	0.833556137	0.904802271
AT4G22150	AT4G22150.1	1335	-0.027102899	4.103798335	0.833588886	0.904802271
AT1G69850	AT1G69850.1	2087	-0.034281307	4.55875576	0.833663171	0.904828313
AT3G16770	AT3G16770.1	1122	0.03397595	4.866246334	0.833869718	0.904928847
AT3G51750	AT3G51750.1	561	-0.042055875	2.341369984	0.833873789	0.904928847
AT3G20130	AT3G20130.1	1822	0.091843596	0.046687699	0.833960938	0.904928847
AT2G18390	AT2G18390.1	874	-0.037890095	3.317161124	0.833988607	0.904928847
AT5G67330	AT5G67330.1	1948	-0.026283632	5.466702262	0.834007293	0.904928847
AT1G66345	AT1G66345.1	1634	-0.065103126	1.513487701	0.83409065	0.904938874
AT1G05090	AT1G05090.1	2117	0.069063252	1.096755111	0.834117133	0.904938874
AT3G17700	AT3G17700.1	2545	-0.037839735	3.65055481	0.834611883	0.905372682
AT2G31710	AT2G31710.1	675	0.050564315	2.762673276	0.834617639	0.905372682
AT1G61810	AT1G61810.3	1683	0.142112274	-0.429770332	0.834780423	0.905494669
AT4G14960	AT4G14960.2	1762	-0.025836501	9.253649614	0.835063376	0.905726235
AT5G51350	AT5G51350.1	3068	0.055277198	2.384302117	0.835094591	0.905726235
AT5G16490	AT5G16490.1	630	0.138768144	0.297371089	0.835225697	0.905751676
AT5G17360	AT5G17360.1	1283	0.079357009	0.930749232	0.835256268	0.905751676
AT4G31080	AT4G31080.2	1903	0.021328546	5.112278111	0.835279765	0.905751676
AT3G41762	AT3G41762.1	558	0.164033469	0.198088803	0.835319427	0.905751676
AT4G24750	AT4G24750.1	1236	0.027468269	6.722971041	0.835484002	0.905875531
AT5G42400	AT5G42400.1	4255	0.042431532	3.913377638	0.835653059	0.90600423
AT3G02110	AT3G02110.1	1639	-0.024263598	4.735626023	0.835710052	0.906011422
AT4G22305	AT4G22305.1	1031	-0.059227795	2.809429198	0.835827856	0.906084023
AT1G52510	AT1G52510.1	1458	-0.025573393	7.110386214	0.835877746	0.906084023
AT1G67865	AT1G67865.1	448	-0.040534981	7.431171165	0.836155774	0.906330795
AT4G40050	AT4G40050.1	2248	-0.022432935	4.800500715	0.836321474	0.906455789
AT3G13772	AT3G13772.1	2099	-0.018371547	5.581308029	0.836456918	0.906547976
AT5G25770	AT5G25770.3	1583	-0.083091551	1.923940934	0.83675583	0.906792748
AT1G53903	AT1G53903.1	629	0.080439078	2.529356765	0.83678357	0.906792748
AT1G26380	AT1G26380.1	1791	0.152992019	1.641897437	0.837002069	0.906974898
AT4G33350	AT4G33350.1	910	0.023343597	5.412694209	0.837113123	0.907040604
AT1G48780	AT1G48780.1	755	0.082266527	0.676371278	0.837279059	0.90711323
AT5G20830	AT5G20830.1	2875	0.055142704	5.205042631	0.83728099	0.90711323
AT4G08700	AT4G08700.1	1401	-0.03497344	2.881200992	0.837379401	0.90716522
AT4G19045	AT4G19045.1	942	-0.056470501	2.034915779	0.837523256	0.907266432
AT5G27410	AT5G27410.1	2129	-0.041886447	3.045529307	0.837813214	0.907503371
AT5G42390	AT5G42390.1	4284	0.019751067	8.128395481	0.837861214	0.907503371
AT1G63270	AT1G63270.1	935	0.041130541	2.464932004	0.837916216	0.907503371
AT4G22520	AT4G22520.1	356	0.114514507	0.05814298	0.837943749	0.907503371
AT5G02650	AT5G02650.1	980	0.039807296	2.957007081	0.838006224	0.907516401
AT1G12050	AT1G12050.1	1660	-0.020724506	5.41666075	0.83830433	0.907784591
AT1G64940	AT1G64940.1	1535	0.200528374	-0.593021312	0.838605196	0.908055737
AT3G21310	AT3G21310.1	1580	-0.135929147	-0.057241158	0.838706952	0.908111265
AT3G01860	AT3G01860.1	1126	-0.032301522	4.224501128	0.838766926	0.908121548
AT1G51160	AT1G51160.1	840	-0.023495022	4.58480924	0.838912609	0.908224621
AT5G21070	AT5G21070.1	1143	0.028576806	3.769813384	0.839185489	0.908465379
AT4G17740	AT4G17740.1	1679	-0.021495101	5.178679676	0.83931378	0.908485511
AT5G49560	AT5G49560.1	824	0.105914432	1.889667156	0.839331606	0.908485511
AT1G33930	AT1G33930.1	1006	-0.052100583	1.193813153	0.839369081	0.908485511
AT3G09670	AT3G09670.1	2494	-0.043412655	3.262019757	0.839406072	0.908485511
AT1G10580	AT1G10580.1	2071	0.033183256	5.047806848	0.83962473	0.9086675
AT5G55060	AT5G55060.1	2279	0.030808343	3.338091517	0.84006266	0.909057275
AT1G47250	AT1G47250.1	1049	-0.027363599	4.468612449	0.840113698	0.909057275
AT4G32560	AT4G32560.1	1173	-0.057950628	2.526224138	0.840136475	0.909057275
AT1G09690	AT1G09690.1	757	-0.022202144	7.793159156	0.840247441	0.909122668
AT3G51400	AT3G51400.1	1105	0.180394191	0.239545368	0.840456386	0.909294055
AT4G30340	AT4G30340.1	1770	0.026919825	4.037786569	0.840551316	0.909313089
AT5G56910	AT5G56910.1	942	-0.04213515	3.449867982	0.840575064	0.909313089
AT1G15830	AT1G15830.1	1451	0.036879426	4.41788843	0.840733317	0.9094296
AT4G38710	AT4G38710.2	1758	0.02452876	6.785557677	0.840834533	0.909484404
AT1G73810	AT1G73810.1	1450	0.117169167	0.620313461	0.840962983	0.909568656
AT3G07200	AT3G07200.1	917	-0.046414679	2.554600068	0.841112906	0.909676122
AT4G29210	AT4G29210.1	2167	0.031582181	4.874500228	0.841366093	0.90989525
AT3G17210	AT3G17210.1	666	0.024307778	5.979430726	0.841429683	0.909909324
AT4G38640	AT4G38640.1	2097	0.021083443	4.477953015	0.841553189	0.909988185
AT2G48070	AT2G48070.3	777	0.027736123	6.284430826	0.841786954	0.910186255
AT2G30580	AT2G30580.1	1998	-0.043222638	2.737974902	0.841948358	0.910306064
AT3G07960	AT3G07960.1	2808	-0.11267279	0.88325835	0.842225388	0.910510629
AT1G14190	AT1G14190.1	1505	-0.116395959	0.148196239	0.842238779	0.910510629
AT2G13360	AT2G13360.1	1535	0.028699095	10.46571046	0.842361109	0.910588158
AT3G62770	AT3G62770.1	1621	0.036861684	4.378972066	0.842498912	0.910662099
AT2G34010	AT2G34010.1	1216	0.064118321	2.40641318	0.842553491	0.910662099
AT3G19290	AT3G19290.3	1800	-0.026145943	4.207422924	0.842581363	0.910662099
AT2G42490	AT2G42490.1	2839	-0.022397021	6.027626371	0.842672948	0.910706374
AT4G23230	AT4G23230.1	2126	-0.118298173	0.986147238	0.842944837	0.910945493
AT4G36420	AT4G36420.1	872	0.029549496	4.444579475	0.843066872	0.910982614
AT1G76560	AT1G76560.1	600	0.072333414	1.425373409	0.843080458	0.910982614
AT1G72440	AT1G72440.1	3276	-0.026756919	5.910656065	0.843222507	0.911081384
AT5G20590	AT5G20590.1	1752	-0.021482224	4.404768623	0.843306223	0.911117118
AT2G23470	AT2G23470.1	1787	-0.043656848	2.534439132	0.843528482	0.911302523
AT3G13120	AT3G13120.1	1023	0.019739873	8.359552774	0.843603177	0.911314683
AT4G00380	AT4G00380.1	2163	-0.056169067	1.68175541	0.843764512	0.911314683
AT5G36220	AT5G36220.1	1661	-0.054774086	4.100019813	0.843821474	0.911314683
AT5G19400	AT5G19400.1	3911	0.022844969	6.309130991	0.843867153	0.911314683
AT3G05020	AT3G05020.1	717	-0.028241848	3.355821588	0.843909719	0.911314683
AT3G44260	AT3G44260.1	1039	-0.042451156	4.437315777	0.843941306	0.911314683
AT3G19895	AT3G19895.1	2234	-0.028538594	2.906328316	0.843974894	0.911314683
AT3G17440	AT3G17440.1	1356	-0.022854744	4.092979116	0.844009534	0.911314683
AT5G60390	AT5G60390.1	1761	-0.022033453	10.88374142	0.844081448	0.911314683
AT1G60800	AT1G60800.1	2562	0.024677504	6.107565183	0.844096447	0.911314683
AT3G18850	AT3G18850.1	1426	-0.034209247	3.973068107	0.844096931	0.911314683
AT1G08040	AT1G08040.1	1605	-0.023088847	4.213701807	0.844173901	0.911343094
AT5G18790	AT5G18790.1	460	-0.050284893	2.851704297	0.84422905	0.911347945
AT3G56340	AT3G56340.1	668	0.023207427	7.372686796	0.844418978	0.91149828
AT1G35420	AT1G35420.2	1248	0.028943093	5.882448071	0.844586872	0.911561186
AT1G12610	AT1G12610.1	1073	-0.189556262	-0.892737663	0.844608591	0.911561186
AT5G10170	AT5G10170.1	1874	0.03242979	3.317118288	0.844629258	0.911561186
AT5G52547	AT5G52547.1	697	-0.095132807	-0.146142454	0.844874246	0.911770893
AT4G11370	AT4G11370.1	712	0.070294787	0.196337926	0.84508229	0.911940708
AT3G03120	AT3G03120.1	1166	0.039796441	2.597161314	0.845432645	0.912264062
AT3G09000	AT3G09000.1	2124	-0.024060074	3.903699542	0.84553807	0.912323102
AT4G01040	AT4G01040.1	1440	0.023918176	4.371192014	0.845927291	0.912640251
AT4G12240	AT4G12240.1	1422	0.067667814	1.071782229	0.84599817	0.912640251
AT3G51310	AT3G51310.1	2567	-0.027373233	4.98158295	0.846014728	0.912640251
AT1G04510	AT1G04510.1	1963	0.021056445	5.68692343	0.846053756	0.912640251
AT1G14340	AT1G14340.1	1034	-0.034368708	2.883296829	0.84608564	0.912640251
AT4G16770	AT4G16770.1	1150	-0.020697971	4.300733039	0.846430413	0.912953757
AT3G01640	AT3G01640.1	1365	-0.026661468	3.913072744	0.846477774	0.912953757
AT5G51230	AT5G51230.1	2405	0.026297784	4.41045253	0.846529219	0.912954512
AT4G15802	AT4G15802.1	618	0.022554987	5.752504286	0.846814744	0.9132077
AT5G63280	AT5G63280.1	1197	0.035998826	2.993688335	0.846886104	0.913229915
AT4G26310	AT4G26310.2	1220	0.027828567	3.799248838	0.847123229	0.913370368
AT2G07774	AT2G07774.1	512	-0.300998575	-0.432680955	0.847164151	0.913370368
AT1G77250	AT1G77250.1	1944	-0.044995555	2.477479756	0.847210831	0.913370368
AT1G48490	AT1G48490.1	4219	-0.030688876	4.514499706	0.847219426	0.913370368
AT3G59600	AT3G59600.1	744	0.029405882	4.969596275	0.847430338	0.913543005
AT4G37483	AT4G37483.1	227	-0.135800327	0.0580084	0.847638413	0.913712563
AT5G06950	AT5G06950.1	1639	0.03837313	3.21366474	0.847710902	0.913735955
AT2G42500	AT2G42500.1	1554	0.020706459	5.409652397	0.847921076	0.913885396
AT5G39710	AT5G39710.1	2243	-0.030057458	3.285505253	0.847951138	0.913885396
AT1G06150	AT1G06150.1	4595	0.085252106	1.394657694	0.848356888	0.914237787
AT1G73310	AT1G73310.1	1313	-0.045103133	2.452937407	0.848379737	0.914237787
AT5G03180	AT5G03180.2	1663	0.054740523	2.25595363	0.848545934	0.914362117
AT3G58170	AT3G58170.1	836	-0.024470783	4.269899064	0.84859829	0.914363768
AT5G15730	AT5G15730.2	1649	-0.050480473	2.859111748	0.848661045	0.914376623
AT4G19870	AT4G19870.1	1385	0.055233951	1.672179317	0.848800171	0.91444359
AT3G20510	AT3G20510.1	779	-0.031159753	3.862839795	0.848824854	0.91444359
AT5G07900	AT5G07900.1	1377	0.023414743	4.319811188	0.848893718	0.914463019
AT2G45080	AT2G45080.1	702	-0.058508165	1.792747321	0.849088977	0.914599118
AT1G05385	AT1G05385.1	743	0.027741489	4.537505293	0.849121732	0.914599118
AT5G04720	AT5G04720.1	2686	0.022587201	4.411320074	0.849432637	0.914879225
AT5G35220	AT5G35220.1	1850	-0.018868382	6.54752495	0.849703264	0.915084639
AT1G17730	AT1G17730.1	893	-0.023032738	4.146350927	0.849752271	0.915084639
AT5G44100	AT5G44100.1	2184	-0.026831521	5.362185848	0.849775947	0.915084639
AT5G03345	AT5G03345.1	563	0.028616454	4.319940011	0.849961844	0.915219428
AT5G60910	AT5G60910.1	1105	0.131702829	-0.031697025	0.850002858	0.915219428
AT1G44900	AT1G44900.1	3011	-0.033205863	4.266403194	0.850097416	0.915266464
AT5G28400	AT5G28400.1	2913	0.054675828	2.008796855	0.850168165	0.915287862
AT3G07640	AT3G07640.1	983	0.02596665	4.148976419	0.850374911	0.915455662
AT4G15950	AT4G15950.1	806	0.05053007	2.261592382	0.850548879	0.915588158
AT3G18260	AT3G18260.1	847	-0.118055475	0.088826639	0.850785588	0.915788173
AT5G13740	AT5G13740.1	1894	0.02866806	4.857870296	0.85109164	0.916005941
AT1G24040	AT1G24040.1	1395	-0.024907287	3.96455165	0.851117998	0.916005941
AT2G28105	AT2G28105.1	999	-0.082438704	0.782816546	0.851140643	0.916005941
AT2G16595	AT2G16595.1	1195	-0.080970042	1.285089949	0.851505151	0.916343412
AT3G22560	AT3G22560.1	676	-0.153177896	0.023498561	0.851755866	0.916558393
AT3G04040	AT3G04040.1	759	-0.08812781	0.374317816	0.851862737	0.91661857
AT4G11310	AT4G11310.1	1333	0.197076392	-0.055382635	0.851954658	0.916662655
AT1G16460	AT1G16460.2	1367	0.018919432	5.663524737	0.852368281	0.91703817
AT4G23660	AT4G23660.3	1733	-0.038326204	2.452926585	0.852405609	0.91703817
AT2G05990	AT2G05990.1	1594	-0.022965208	6.854957894	0.852467068	0.917049451
AT3G47290	AT3G47290.1	1943	0.020126457	5.164016186	0.85254581	0.917058901
AT2G36380	AT2G36380.1	4482	0.056298257	6.425650703	0.852593774	0.917058901
AT1G74640	AT1G74640.1	1309	-0.022724319	6.462327276	0.852628772	0.917058901
AT4G11211	AT4G11211.1	482	0.041179089	2.818404536	0.852751063	0.917135604
AT1G53250	AT1G53250.1	1327	-0.053287689	2.797191707	0.852969375	0.91727609
AT4G30400	AT4G30400.1	1682	0.03353055	3.663647664	0.853141571	0.91727609
AT2G30890	AT2G30890.1	1079	-0.074523537	1.016064705	0.853143824	0.91727609
AT1G28060	AT1G28060.1	2598	0.020270849	4.883410495	0.853173434	0.91727609
AT2G38780	AT2G38780.1	1520	0.022553222	4.575433337	0.853213769	0.91727609
AT1G43900	AT1G43900.1	1241	0.023313497	4.405569639	0.853254534	0.91727609
AT4G26160	AT4G26160.1	835	-0.053251694	2.221023271	0.853283593	0.91727609
AT5G24170	AT5G24170.1	784	-0.039913109	2.635158155	0.85328957	0.91727609
AT1G10330	AT1G10330.1	1403	-0.119109685	0.407307026	0.853566561	0.91751903
AT3G43610	AT3G43610.1	3862	0.027952385	4.786286506	0.853831546	0.917696542
AT2G21230	AT2G21230.3	2009	0.021603013	4.15197993	0.853838938	0.917696542
AT5G04240	AT5G04240.1	4256	-0.032376806	4.143016881	0.853884726	0.917696542
AT3G47370	AT3G47370.2	616	-0.020818577	6.514627372	0.854006496	0.917772586
AT1G50700	AT1G50700.1	2055	-0.064039455	1.479694866	0.854095788	0.917813722
AT3G58020	AT3G58020.1	1148	-0.050422634	2.47493291	0.85431017	0.917989265
AT1G70260	AT1G70260.1	1456	0.077729131	0.485848999	0.854505793	0.918094404
AT1G26390	AT1G26390.1	1762	0.102865624	2.117966516	0.854510077	0.918094404
AT4G01430	AT4G01430.1	1384	-0.11803066	1.495024458	0.854723226	0.918268575
AT5G56740	AT5G56740.1	1694	0.024851443	3.855850252	0.855256355	0.918763202
AT5G23800	AT5G23800.1	1653	0.06779077	0.800899691	0.85528576	0.918763202
AT1G26180	AT1G26180.1	1268	0.020333941	4.197313056	0.855624363	0.919072059
AT5G39830	AT5G39830.1	1571	0.019835572	6.047142161	0.855898484	0.919311619
AT4G29480	AT4G29480.1	722	-0.020185028	5.657288775	0.855978528	0.919342708
AT5G60900	AT5G60900.1	2243	-0.048702616	3.909133559	0.856088227	0.919405641
AT5G52890	AT5G52890.2	1637	-0.046303382	2.050848116	0.856284296	0.919561319
AT3G49250	AT3G49250.1	1803	0.032692465	2.943557052	0.856370623	0.919582062
AT4G32260	AT4G32260.1	1032	-0.022981171	9.944734084	0.85649425	0.919582062
AT4G35540	AT4G35540.1	1763	0.048269628	1.62394618	0.856495749	0.919582062
AT1G23880	AT1G23880.1	2208	0.033321013	2.172326187	0.856508066	0.919582062
AT1G51170	AT1G51170.1	1434	-0.034556706	2.517563076	0.856616821	0.91959146
AT2G41680	AT2G41680.1	1801	0.019828073	7.711925085	0.856619047	0.91959146
AT1G16916	AT1G16916.1	463	0.053608445	2.184350941	0.856725694	0.919651072
AT1G48160	AT1G48160.1	1037	-0.022842174	4.166540125	0.856799566	0.919675496
AT4G14720	AT4G14720.1	1559	0.040351461	2.614095773	0.856909943	0.919739099
AT3G28850	AT3G28850.1	1453	-0.047156268	1.23668493	0.856986136	0.919766007
AT5G51120	AT5G51120.2	1206	0.021904601	4.12765249	0.857138362	0.919874509
AT1G03370	AT1G03370.1	3761	-0.030315551	4.404213891	0.857594354	0.920308978
